Datetime	Open	High	Low	Close	tick_volume
1543007700	1.13303	1.13307	1.1327	1.13277	266
1543008600	1.13277	1.13296	1.13271	1.13291	201
1543009500	1.13291	1.13299	1.13283	1.13286	147
1543010400	1.13286	1.13306	1.13279	1.13298	229
1543011300	1.13298	1.13309	1.13295	1.13309	116
1543012200	1.13307	1.13318	1.133	1.13306	153
1543013100	1.13305	1.13349	1.13286	1.13298	1103
1543014000	1.133	1.13337	1.13279	1.13313	867
1543014900	1.13313	1.1334	1.13273	1.13289	456
1543015800	1.13289	1.13355	1.13277	1.1333	276
1543016700	1.1333	1.1337	1.13295	1.13296	294
1543190400	1.13391	1.13402	1.13382	1.13388	81
